,Year,Company Name,Country,Industry (Exiobase),Environmental Intensity (Sales),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,Macro Industry,CompanySymbol,TotalEsgScore,EnvironmentRiskScore,SocialRiskScore,GovernanceRiskScore,EsgRatingYear
707,2018,CHARLES TAYLOR PLC,United Kingdom Of Great Britain And Northern Ireland,"Insurance and pension funding, except compulsory social security (66)",-0.002038584890065157,-684777.983638336,-669754.7810067376,-163.93192744125417,-8929.73569227516,-2092.4496458543413,-29.025310504181284,-158.90449165062626,-3679.2449414732614,30.08937760046665,"Insurance and pension funding, except compulsory social security (66)",@CHARLES TAYLOR PLC,,,,,
708,2018,DIRECT LINE INSURANCE GRP,United Kingdom Of Great Britain And Northern Ireland,"Insurance and pension funding, except compulsory social security (66)",-0.0010763099588587143,-4707595.834529641,-4603270.079582927,-1192.9135873079563,-61511.30945679794,-14406.800415297594,-206.55874530178008,-2069.0786362421572,-25330.884719889968,391.7906141245536,"Insurance and pension funding, except compulsory social security (66)",@DIRECT LINE INSURANCE GRP,,,,,
709,2018,TRYG AS,Denmark,"Insurance and pension funding, except compulsory social security (66)",-0.0005993671029197433,-1683292.0289843627,-1647365.7459544856,-413.00511692259795,-21368.77805814202,-4998.759303130258,-71.64276944795482,-370.975778301688,-8788.759496427163,85.6374924951683,"Insurance and pension funding, except compulsory social security (66)",TRYG.CO,19.68,0.39,8.48,10.81,2022.0
710,2018,RSA INSURANCE GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,"Insurance and pension funding, except compulsory social security (66)",-0.0003085934215330766,-2760195.6611861405,-2695791.7869721795,-903.2120854448502,-36444.891396478815,-8515.038893270741,-142.80569042975472,-4231.247120795926,-14967.887294317778,801.2082667772356,"Insurance and pension funding, except compulsory social security (66)",@RSA INSURANCE GROUP PLC,,,,,
711,2018,ARCELORMITTAL,Luxembourg,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,-1.0037564879448149,-64772373474.73009,-59306911648.80957,-14707513.971046116,-727690210.8439529,-170928004.97095203,-2438985.4645447293,-3484025365.2394347,-1065857452.5245273,185735.65981670376,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,MT,,,,,
712,2018,ANHEUSER-BUSCH INBEV,Belgium,Manufacture of beverages,-0.04237516451823124,-1964330053.245122,-1779314210.7129893,-437578.0171100892,-23916901.297224592,-5529667.878366179,-77455.1655387353,-196534.33928159485,-154957792.43483922,100086.60022779221,Manufacture of beverages,BUD,,,,,
713,2018,CARLSBERG A/S,Denmark,Manufacture of beverages,-0.0276532599672447,-265095100.56193465,-218704351.50133514,-61976.147936668865,-2860535.568184096,-670168.5330757981,-10257.483443843861,-355386.859144463,-42458982.46550061,26557.996686016486,Manufacture of beverages,CARL-B.CO,22.56,7.3,8.77,6.49,2022.0
714,2018,HEINEKEN NV,Netherlands,Manufacture of beverages,-0.020153591844104354,-518491333.1955564,-443271877.02947044,-114770.81694440162,-5939257.460174283,-1380062.5094369831,-19893.527917312458,-189751.0735057722,-67615274.49638663,39553.71827963599,Manufacture of beverages,HEINY,,,,,
715,2018,HEINEKEN HOLDING NV,Netherlands,Manufacture of beverages,-0.019998003455680362,-514488511.6852407,-443271877.02947044,-114770.81694440162,-5939257.460174283,-1380062.5094369831,-19893.527917312458,-189751.0735057722,-63612452.98607094,39553.71827963599,Manufacture of beverages,4H5.DU,21.09,5.9,7.26,7.92,2022.0
716,2018,PERNOD RICARD SA,France,Manufacture of beverages,-0.0160811112927111,-165461684.7412077,-73216343.43483004,-24859.687712660056,-958852.8638069155,-219251.46017962482,-3690.96145897272,-176139.98748082714,-90879275.63735077,16729.291612147066,Manufacture of beverages,RI.PA,15.48,3.76,5.93,5.79,2022.0
717,2018,DIAGEO PLC,United Kingdom Of Great Britain And Northern Ireland,Manufacture of beverages,-0.014348335145190927,-222424211.82183468,-211087950.49362582,-63179.886199734145,-2777449.489501965,-651317.6377034057,-9948.878713431508,-96130.45135339467,-7766534.204257119,28299.21952027481,Manufacture of beverages,DEO,,,,,
718,2018,BRITVIC PLC,United Kingdom Of Great Britain And Northern Ireland,Manufacture of beverages,-0.012460987286227304,-23879466.026729695,-13409915.885380834,-4984.914552972714,-180024.7846149334,-41955.581044053615,-756.5319704952328,-11883.724957244449,-10235129.16872168,5184.564512521001,Manufacture of beverages,BVIC.L,,,,,
719,2018,COCA-COLA HBC AG,Switzerland,Manufacture of beverages,-0.0032476665306808974,-21920525.08460902,1849502.8430636344,-70434.47868783983,-19795.855451720785,-11828.817998494796,-6156.586312664997,-11064.095492183345,-23803955.0801307,153206.98640099907,Manufacture of beverages,CCH.L,13.55,5.35,4.32,3.88,2022.0
720,2018,COCA-COLA EUROPACIFIC PARTNE,United Kingdom Of Great Britain And Northern Ireland,Manufacture of beverages,1.063936640431625,16531056754.927687,-81037345.34160979,-34085.250703256956,-1091369.9446296045,-253835.70645883065,-4981.456061586505,-96353.00965828921,16613532689.289085,42036.3477231463,Manufacture of beverages,CCEP,,,,,
721,2018,REC SILICON ASA,Norway,Manufacture of electrical machinery and apparatus n.e.c. (31),-0.06317825734701109,-114193747.67931478,-100008229.64926149,-23565.81386668002,-1320271.365111557,-308560.2813869458,-4222.004941859559,-291872.2186383819,-12238996.164756475,1969.823378743901,Manufacture of electrical machinery and apparatus n.e.c. (31),RECSI.OL,,,,,
722,2018,NXP SEMICONDUCTORS NV,Netherlands,Manufacture of electrical machinery and apparatus n.e.c. (31),-0.05816388189593738,-464369670.9940968,-449509191.7214554,-104243.8597110049,-5975968.796111394,-1399469.1478186112,-18862.627370901046,-61198.14425816233,-7305132.581391366,4395.886998896322,Manufacture of electrical machinery and apparatus n.e.c. (31),NXPI,21.6,8.67,7.39,5.55,2022.0
723,2018,STMICROELECTRONICS NV,Netherlands,Manufacture of electrical machinery and apparatus n.e.c. (31),-0.04536659108127642,-372093760.4483268,-358663575.46656466,-82503.04538183936,-4775869.8676529,-1117140.4227738013,-14963.534145509082,-1937.0133223987839,-7438975.261378361,1204.1628926721176,Manufacture of electrical machinery and apparatus n.e.c. (31),STM,,,,,
724,2018,INFINEON TECHNOLOGIES AG,Germany,Manufacture of electrical machinery and apparatus n.e.c. (31),-0.034412052465889166,-299387499.9197685,-287383584.4611415,-65634.57732888119,-3792237.4715253464,-884552.0834642326,-11875.378332327049,-1024270.2818011716,-6224446.406085612,-899.2185451677656,Manufacture of electrical machinery and apparatus n.e.c. (31),IFX.DE,17.89,8.1,5.0,4.79,2022.0
725,2018,TT ELECTRONICS PLC,United Kingdom Of Great Britain And Northern Ireland,Manufacture of electrical machinery and apparatus n.e.c. (31),-0.017817007243502648,-9752989.709671827,-8326109.671926997,-2107.6236645429994,-106016.40885748189,-24785.314443788724,-358.59542647048363,-61428.50751134439,-1232615.2984393404,431.7148845617157,Manufacture of electrical machinery and apparatus n.e.c. (31),TTG.L,,,,,
726,2018,ASM INTERNATIONAL NV,Netherlands,Manufacture of electrical machinery and apparatus n.e.c. (31),-0.006227140186585654,-5832457.619698901,-5644130.791253527,-1460.4910866279379,-74789.20611534931,-17348.68976675033,-252.92556548000422,-7179.442782513344,-87811.77500464994,515.7022254438887,Manufacture of electrical machinery and apparatus n.e.c. (31),ASM.AS,,,,,
727,2018,MEYER BURGER TECHNOLOGY AG,Switzerland,Manufacture of electrical machinery and apparatus n.e.c. (31),-0.0056733962608687,-2346442.9038254544,-1173605.7583759075,-287.71276508370653,-15867.954133925776,-3621.208394926009,-50.68613650382185,-97.67495953298327,-1152972.6296341065,60.720574532349424,Manufacture of electrical machinery and apparatus n.e.c. (31),MBTN.SW,,,,,
728,2018,AMS OSRAM AG,Austria,Manufacture of electrical machinery and apparatus n.e.c. (31),-0.00443736839340538,-7246108.581295896,-6870102.656588943,-1813.730690926602,-85964.24871142289,-19974.60450250498,-300.9547718306334,-163012.3190943208,-105526.22990138014,586.1685564152276,Manufacture of electrical machinery and apparatus n.e.c. (31),AMS.SW,,,,,
729,2018,ANADOLU CAM,Turkey,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.8093589482574765,-493792642.41335994,-452253467.03602475,-102230.68640126589,-5930983.456930975,-1389939.1248362777,-18578.98673190172,-3968156.347087407,-30125257.675448917,-4029.0790356865878,"Manufacture of fabricated metal products, except machinery and equipment (28)",@ANADOLU CAM,,,,,
730,2018,BODYCOTE PLC,United Kingdom Of Great Britain And Northern Ireland,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.11596044383013665,-107680949.67560866,-104685533.86618416,-24297.562239452873,-1384588.5807720306,-324301.6638445239,-4381.103981986174,-94731.99503519374,-1163961.7356536328,846.8384206037701,"Manufacture of fabricated metal products, except machinery and equipment (28)",BOY.L,,,,,
731,2018,MORGAN ADVANCED MATERIALS,United Kingdom Of Great Britain And Northern Ireland,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.08052080949819243,-106102717.92357902,-102378743.51879857,-23919.766552965037,-1350685.2814460648,-316222.63743789913,-4295.135528784665,-134426.8592737947,-1895626.398587877,1201.6830127123767,"Manufacture of fabricated metal products, except machinery and equipment (28)",MGAM.L,,,,,
732,2018,VESUVIUS PLC,United Kingdom Of Great Britain And Northern Ireland,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.06651742865694327,-152428080.66957334,-148399574.7221147,-34818.889070733276,-1954678.3410871692,-457500.6035142108,-6235.712533421827,-233774.53619719786,-1343587.6318964402,2089.7824323985437,"Manufacture of fabricated metal products, except machinery and equipment (28)",VSVS.L,,,,,
733,2018,TRELLEBORG AB,Sweden,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.03432860960408935,-131353941.65974896,-126555595.22678836,-29662.019810986058,-1656075.3412578881,-382792.41111397464,-5214.972683924196,-332889.687738695,-2391265.625939692,-446.3254819563892,"Manufacture of fabricated metal products, except machinery and equipment (28)",TREL-B.ST,29.34,8.5,14.06,6.78,2022.0
734,2018,AALBERTS NV,Netherlands,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.031293283331285414,-98844778.88118562,-95642045.64921463,-22112.176779266,-1268412.1331471459,-296515.9010990938,-4000.2010442441974,-83385.84975646662,-1529076.2347989865,769.2692351919525,"Manufacture of fabricated metal products, except machinery and equipment (28)",AACA.SG,,,,,
735,2018,CORTICEIRA AMORIM SGPS SA,Portugal,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.027975573291188823,-24442001.49502599,-22012147.09532968,-5030.290739087764,-285625.9042688094,-66527.55653231218,-906.0534106745807,-371551.4850098193,-1700266.5578257123,53.4589377214922,"Manufacture of fabricated metal products, except machinery and equipment (28)",AS4.BE,,,,,
736,2018,SKF AB,Sweden,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.02121857134529318,-204647739.5110832,-197199641.87195873,-47566.24316186284,-2552556.645898433,-595355.4605961336,-8382.657436957888,-839081.7175458539,-3411662.463288967,6507.672145455924,"Manufacture of fabricated metal products, except machinery and equipment (28)",SKF-B.ST,24.29,5.14,11.41,7.75,2022.0
737,2018,DATWYLER HOLDING AG,Switzerland,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.02114307246483629,-29256698.69863455,-27670901.34391186,-6409.1201202417415,-368916.10239104315,-86183.39453246811,-1158.9958769446262,-359.078064955494,-1123000.273886617,229.6101495888788,"Manufacture of fabricated metal products, except machinery and equipment (28)",@DATWYLER HOLDING AG,,,,,
738,2018,TRANE TECHNOLOGIES PLC,Ireland,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.016354406152286085,-217476935.60660842,-198172831.3416549,-41235.249877989125,-2354763.0481669754,-548212.6312264578,-7441.594312398879,-5907676.34397833,-10431343.775008377,-13431.481547961244,"Manufacture of fabricated metal products, except machinery and equipment (28)",TT,16.12,7.11,3.84,5.16,2022.0
739,2018,RIETER HOLDING AG,Switzerland,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.015716299056157484,-17173041.442361586,-16635125.051750273,-3868.313848815967,-221954.18679984123,-51793.35189568904,-698.1382382406146,-283.54930628682956,-259500.164295082,181.3137726483273,"Manufacture of fabricated metal products, except machinery and equipment (28)",RIEN.SW,,,,,
740,2018,NORMA GROUP SE,Germany,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.015050646488682484,-18681303.070602246,-17737639.377877858,-4163.433854450973,-221060.73872014674,-51520.57556399678,-719.5942805327228,-487085.07494423096,-178988.03454460204,-126.22097547140257,"Manufacture of fabricated metal products, except machinery and equipment (28)",NOEJ.DE,,,,,
741,2018,SANDVIK AB,Sweden,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.014631229773530659,-164754591.5648326,-147084463.37584338,-35123.637889313795,-1862746.3801989662,-435683.2986765802,-6163.17748421402,-979648.1938358091,-14353719.211551413,2955.8546515412495,"Manufacture of fabricated metal products, except machinery and equipment (28)",SAND.ST,23.21,6.99,10.24,5.97,2022.0
742,2018,HEIDELBERGER DRUCKMASCHINEN,Germany,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.013378359762703533,-37069140.40810999,-35138574.12197232,-8274.742326607882,-434194.80550336227,-101111.55128683014,-1420.837593046842,-1087332.7176071175,-297949.8211534086,-281.76637581033486,"Manufacture of fabricated metal products, except machinery and equipment (28)",HDD.DE,,,,,
743,2018,VALMET CORP,Finland,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.010699491502867342,-40730658.417324185,-36703725.937504165,-7313.111425343809,-419764.3787030484,-97335.95342940795,-1324.542311593965,-982276.3786336982,-2514896.85835926,-4021.2226210955573,"Manufacture of fabricated metal products, except machinery and equipment (28)",VALMT.HE,,,,,
744,2018,SULZER LTD,Switzerland,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.006919120123211811,-23660870.07221723,-22722748.181738347,-5396.931696678494,-304435.1641722907,-70612.86297702843,-963.7882599569054,-887.3837990369725,-556393.1914131499,567.431839271165,"Manufacture of fabricated metal products, except machinery and equipment (28)",SUN.SW,,,,,
745,2018,WARTSILA OYJ ABP,Finland,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.005244442924524079,-31066507.350199006,-29207601.111078825,-10472.917661020265,-298733.0908011457,-68878.83194986072,-1515.6707094401318,-1528510.6715942118,39463.6733681911,9741.323658114075,"Manufacture of fabricated metal products, except machinery and equipment (28)",0IKJ.IL,21.03,4.88,9.43,6.72,2022.0
746,2018,SCHINDLER HOLDING AG,Switzerland,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.005159138880923276,-57039258.856258295,-55570527.96979551,-13462.74940506517,-742352.8286826338,-173194.40967087034,-2380.4712592020314,-2868.9852149315657,-536305.9962968961,1834.5540668165488,"Manufacture of fabricated metal products, except machinery and equipment (28)",SCHN.SW,,,,,
747,2018,SURTECO SE,Germany,Manufacture of furniture; manufacturing n.e.c. (36),-0.030687338693309637,-24557760.22983389,-23910059.447915934,-6043.433048605762,-323792.3162383372,-71890.20663278202,-1060.8388173545493,-34860.63507423938,-212448.60763895552,2395.2567813383216,Manufacture of furniture; manufacturing n.e.c. (36),@SURTECO SE,,,,,
748,2018,BREMBO SPA,Italy,Manufacture of machinery and equipment n.e.c. (29),-0.050237692417142495,-151845547.49469417,-134429448.63216776,-31712.53924463475,-1771879.860960751,-413875.1240727349,-5660.039497370267,-268339.8806641168,-14926903.339852298,2271.9322995533757,Manufacture of machinery and equipment n.e.c. (29),BRBOF,,,,,
749,2018,CIE AUTOMOTIVE SA,Spain,Manufacture of machinery and equipment n.e.c. (29),-0.045914709624443516,-159253404.31620374,-141825688.89954314,-33243.76065829684,-1868713.6833736585,-437041.2822573679,-5932.570484419632,-532079.6170824519,-14551933.452834437,1228.965470161668,Manufacture of machinery and equipment n.e.c. (29),CAD.SG,,,,,
750,2018,SCHAEFFLER AG,Germany,Manufacture of machinery and equipment n.e.c. (29),-0.028615490801756602,-466560887.4305756,-451786132.67387027,-105246.001265777,-5953874.433999068,-1394003.9960040827,-18902.587874960947,-1691395.30276151,-5615352.115556635,4019.7493014782067,Manufacture of machinery and equipment n.e.c. (29),SHA.DE,8.83,,,,2022.0
751,2018,GESTAMP AUTOMOCION SA,Spain,Manufacture of machinery and equipment n.e.c. (29),-0.022975627852076068,-224843404.19813228,-204516692.02865732,-48236.507659390474,-2681332.350259003,-624920.9009839244,-8625.125731207054,-1501248.2126557115,-15467267.276209114,4918.247587278296,Manufacture of machinery and equipment n.e.c. (29),0ROM.IL,,,,,
752,2018,CONTINENTAL AG,Germany,Manufacture of machinery and equipment n.e.c. (29),-0.02081650914424381,-1058279907.1656595,-1019991496.3769437,-239271.6584268242,-13394895.56084658,-3134579.3584576375,-42761.048564178585,-5273884.810191924,-16215551.988363454,12533.8498618467,Manufacture of machinery and equipment n.e.c. (29),CON.DE,15.71,1.89,7.65,6.18,2022.0
753,2018,COMPAGNIE PLASTIC OMNIUM SE,France,Manufacture of machinery and equipment n.e.c. (29),-0.018607842050273937,-154340258.519653,-149822672.58947974,-34339.16390424968,-2029939.4548380072,-460650.20847677864,-6254.343250685167,-6405.837256197766,-1982716.215000713,2719.2925533780967,Manufacture of machinery and equipment n.e.c. (29),POM.PA,,,,,
754,2018,ELRINGKLINGER AG,Germany,Manufacture of machinery and equipment n.e.c. (29),-0.01815449269543348,-35313774.482411526,-34248370.995533936,-8062.221542469987,-448962.48740935454,-105035.44377109307,-1437.2345577129165,-201789.24369017663,-300596.4175671838,479.5698380177988,Manufacture of machinery and equipment n.e.c. (29),ZIL2.DE,,,,,
755,2018,VALEO SE,France,Manufacture of machinery and equipment n.e.c. (29),-0.015665990980015646,-343007210.74824417,-324177776.7524188,-74683.58028679818,-4354857.3616939625,-1001706.9591902698,-13538.956269909182,-16909.784244167146,-13371676.772852028,3939.418711899651,Manufacture of machinery and equipment n.e.c. (29),FR.PA,10.59,1.85,3.09,5.65,2022.0
756,2018,AUTOLIV INC,Sweden,Manufacture of machinery and equipment n.e.c. (29),-0.015254438365496704,-132381067.0234535,-127612427.26030728,-29542.28491571782,-1674886.0261655487,-392359.19840966724,-5317.552620255474,-330341.67882093077,-2336896.9447332527,703.9716122411451,Manufacture of machinery and equipment n.e.c. (29),ALV,16.95,4.87,5.13,6.94,2022.0
757,2018,DELPHI TECHNOLOGIES PLC,United Kingdom Of Great Britain And Northern Ireland,Manufacture of machinery and equipment n.e.c. (29),-0.012749409144293346,-61936629.62297708,-59739641.04288223,-15494.88184614392,-759402.8325292079,-176815.13207452418,-2593.0417959924707,-479829.9430800931,-766564.062927698,3711.3475950232705,Manufacture of machinery and equipment n.e.c. (29),@DELPHI TECHNOLOGIES PLC,,,,,
758,2018,FAURECIA SE,France,Manufacture of machinery and equipment n.e.c. (29),-0.011462237052972071,-229978173.71360615,-221533341.44136268,-52055.684870554025,-2991955.583065199,-682892.3499424375,-9370.461801464586,-15495.654462651954,-4699640.478829959,6577.940728862725,Manufacture of machinery and equipment n.e.c. (29),FAU.BE,10.97,1.43,4.06,5.47,2022.0
759,2018,LEONI AG,Germany,Manufacture of machinery and equipment n.e.c. (29),-0.01128119088124064,-65885126.778761625,-63050221.008428946,-15109.519773021502,-818943.0066877791,-191330.63062527232,-2659.583596104371,-605857.4173870306,-1202445.4610073036,1439.8732965384743,Manufacture of machinery and equipment n.e.c. (29),LEO.DE,,,,,
760,2018,CNH INDUSTRIAL NV,Netherlands,Manufacture of machinery and equipment n.e.c. (29),-0.00721214724267241,-182014694.91746432,-172829134.5713638,-38755.35901062636,-2135351.896031138,-483587.2767899541,-6862.216234318324,-2492709.6956367674,-4027320.10152917,-973.6271679653598,Manufacture of machinery and equipment n.e.c. (29),CNHI,16.61,5.28,4.55,6.78,2022.0
761,2018,DOMETIC GROUP AB,Sweden,Manufacture of machinery and equipment n.e.c. (29),-0.004179483971034326,-8594099.969151514,-8188223.824915029,-1957.6008243401775,-103612.92863788163,-24217.529825249607,-342.2659286144633,-78272.90529373722,-197639.7048529696,166.8027586803537,Manufacture of machinery and equipment n.e.c. (29),DOM.ST,,,,,
762,2018,CONSORT MEDICAL PLC,United Kingdom Of Great Britain And Northern Ireland,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.050545370531916455,-20041085.32001636,-18952507.95952856,-4490.243308510091,-251485.7922259403,-58916.64746846161,-803.9389494322342,-8993.913694299703,-764303.5596850805,416.73544932764815,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",@CONSORT MEDICAL PLC,,,,,
763,2018,BAYER AG,Germany,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.03967546461254516,-1798168080.8791583,-1566009462.1799145,-408013.37677401066,-20936438.91213851,-4897433.340354337,-70261.47761440219,-29071.41909281872,-205949404.86515835,132004.69302206635,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",BAYN.DE,29.88,3.99,18.55,7.34,2022.0
764,2018,RECIPHARM AB,Sweden,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.03162763910454877,-22683105.31929742,-21073851.05525578,-5528.683882548338,-309931.96834861935,-57063.011045898565,-974.1198412860327,-12085.214007243658,-1228684.6380818896,5013.371650573157,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",@RECIPHARM AB,,,,,
765,2018,RECORDATI SPA,Italy,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.017441375177436463,-27002224.242628023,-14051657.920227624,-3339.126855080011,-187062.91985648312,-43821.692754123644,-597.6356535966584,-329.4867480968109,-12715750.208970131,334.74843711414655,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",REC.VI,28.42,3.27,16.38,8.77,2022.0
766,2018,FRESENIUS MEDICAL CARE AG&CO,Germany,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.013110545254769896,-248372397.97718152,-237974086.23360997,-54473.51228133587,-3152766.2429629457,-737814.3111052709,-9881.597903542006,-12151.798101820004,-6430850.9701028215,-373.31064005982347,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",FMS,,,,,
767,2018,FRESENIUS SE & CO KGAA,Germany,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.012777339956004533,-490501845.85016584,-473200955.1531056,-108320.14145244527,-6268673.553912839,-1466951.729524645,-19648.242564533164,-24623.975197853073,-9411916.589929935,-756.4635179834813,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",FRE.DE,19.7,0.07,10.71,8.93,2022.0
768,2018,MERCK KOMMANDITGESELLSCHAFT,Germany,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.01267839563512441,-215351433.7031515,-208338749.3701312,-50269.94805860946,-2775212.5240692543,-647809.5741202015,-8969.741218819472,-10895.35627901426,-3527890.1088494873,8362.919999883195,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",@MERCK KOMMANDITGESELLSCHAFT,,,,,
769,2018,SANOFI,France,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.011608611949675314,-474171301.1177459,-428773314.05065346,-85888.54453805275,-4906529.939889829,-1119533.3995847858,-15444.084596297356,-437237.4881388865,-38780663.67684857,-52689.93349589559,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",SNY,,,,,
770,2018,GSK PLC,United Kingdom Of Great Britain And Northern Ireland,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.010683774549844658,-419673243.74158925,-403553706.7255732,-107747.72963406157,-5310048.677893255,-1240614.9413274315,-18293.647019645345,-891036.3676374515,-8593082.006167594,41286.41364103969,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",GSK,,,,,
771,2018,ASTRAZENECA PLC,United Kingdom Of Great Britain And Northern Ireland,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.010499028012250099,-174313724.23901847,-168139033.95036387,-44973.95654575345,-2212501.7881337586,-516714.13693205226,-7629.963801268404,-376609.5691607388,-3033711.1560561936,17450.307325582235,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",AZN,,,,,
772,2018,NOVARTIS AG,Switzerland,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.00886716444912831,-460546307.9551423,-355104556.6536212,-82828.67447841758,-4693473.549695699,-1093875.179275595,-14915.212928084957,-940642.6103681399,-98621638.2419643,5622.214923802258,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",NVS,,,,,
773,2018,CONVATEC GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.007274101807781881,-10016484.452603148,-9634082.93001641,-2745.1479017698985,-126129.14134626363,-29419.49156628621,-453.46842538004756,-31235.237286527365,-193866.32721518373,1447.2932571842105,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",CTEC.L,,,,,
774,2018,DIASORIN SPA,Italy,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.006550167608840054,-5018489.746882388,-3920248.8047458823,-913.019474397409,-52088.11143269452,-12180.798151745375,-164.10536958942174,-163.05711904080397,-1032757.6959434771,25.8453544386054,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",34D.SG,,,,,
775,2018,SONOVA HOLDING AG,Switzerland,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.004624010320081327,-12433808.282696186,-12034244.50464602,-2827.145152812794,-157480.36440609756,-36805.1896209302,-501.97130463766484,-48699.16085720256,-153331.68927661394,81.74503945077618,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",SOON.SW,17.23,2.43,8.63,6.18,2022.0
776,2018,ROCHE HOLDING AG,Switzerland,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.003526700315536117,-203739926.67382488,-194904292.0882113,-45471.270536272685,-2541772.9181772284,-594268.5426515035,-8151.296038478383,-1046269.8118120224,-4602212.898027509,2512.2047241771947,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",RHHBY,,,,,
777,2018,VIFOR PHARMA AG,Switzerland,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.0016986086810442504,-2735398.906644557,-2554699.7769833403,-622.1222983822792,-32698.211037398614,-7489.44136746802,-106.36908302195154,-29165.097698999587,-110666.84240726594,48.95571135160241,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",VIFN.SW,26.98,3.29,16.33,7.36,2022.0
778,2018,HALDEX AB,Sweden,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.019942482323154834,-11487048.691869974,-10629787.38301973,-2723.027423446859,-140435.047198133,-32572.139359695695,-473.1944817663975,-3410.24520731666,-678525.4298149949,877.7749232705055,"Manufacture of motor vehicles, trailers and semi-trailers (34)",@HALDEX AB,,,,,
779,2018,VOSSLOH AG,Germany,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.01804107874572566,-17866737.3190519,-17434720.470806263,-4030.037692908856,-232571.9087739744,-53996.767773776475,-730.129409520472,-13005.609355834402,-127890.19605878415,207.801332695891,"Manufacture of motor vehicles, trailers and semi-trailers (34)",VOS.DE,,,,,
780,2018,PIAGGIO & C SPA,Italy,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.017119634430769574,-27235418.79546569,-20624016.3391407,-4346.563192331532,-288084.20785935735,-61874.455633154634,-826.2079348936522,-136.14248636218636,-6256141.298238898,6.4190230576528196,"Manufacture of motor vehicles, trailers and semi-trailers (34)",PIA.MI,,,,,
781,2018,MAN SE,Germany,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.011135252153771343,-154310548.04871866,-117651684.6686388,-29816.889501305566,-1586638.623966244,-363738.07114302914,-5245.165722945456,-181988.31866245042,-34502041.785235725,10605.481337758902,"Manufacture of motor vehicles, trailers and semi-trailers (34)",CAMS.NS,,,,,
